artistName,segment
Nessa Barrett,Previously Active Listeners
Tommy Richman,Light listeners
Kimbra,Previously Active Listeners
NLE Choppa,Previously Active Listeners
Fetty Wap,Previously Active Listeners
Marc Anthony,Previously Active Listeners
Loren Allred,Previously Active Listeners
Rema,Light listeners
Sabrina Carpenter,Moderate listeners
Julia Church,Light listeners
24hrs,Previously Active Listeners
原聲帶,Previously Active Listeners
Bobby Helms,Previously Active Listeners
Don Diablo,Previously Active Listeners
Robin Schulz,Previously Active Listeners
John Summit,Moderate listeners
Peso Pluma,Previously Active Listeners
Daniel Caesar,Previously Active Listeners
Lupe Fiasco,Previously Active Listeners
Chris Lake,Previously Active Listeners
Chance the Rapper,Previously Active Listeners
RAYE,Light listeners
Sam Smith,Moderate listeners
24kGoldn,Previously Active Listeners
DJ Cassidy,Previously Active Listeners
Pop Smoke,Previously Active Listeners
Maggie Rogers,Previously Active Listeners
Diana Krall,Previously Active Listeners
PnB Rock,Previously Active Listeners
William Singe,Previously Active Listeners
Nathan Sykes,Previously Active Listeners
Bastille,Previously Active Listeners
Martin Garrix,Previously Active Listeners
Kim Petras,Previously Active Listeners
The Ronettes,Previously Active Listeners
sped up + slowed,Previously Active Listeners
Demi Lovato,Previously Active Listeners
ODESZA,Moderate listeners
Hailee Steinfeld,Moderate listeners
Playboi Carti,Light listeners
Peggy Gou,Previously Active Listeners
Darius Rucker,Previously Active Listeners
Summer Hits,Previously Active Listeners
Libianca,Moderate listeners
Amanda Reifer,Previously Active Listeners
The War And Treaty,Previously Active Listeners
Cash Cash,Previously Active Listeners
Phillip Phillips,Previously Active Listeners
Brando,Previously Active Listeners
lovelytheband,Previously Active Listeners
S1mba,Previously Active Listeners
A Poor Man's Empire,Previously Active Listeners
mxmtoon,Previously Active Listeners
Carlyle Fraser,Previously Active Listeners
M.I.A.,Previously Active Listeners
Sia,Previously Active Listeners
David Guetta,Moderate listeners
Mr. Probz,Previously Active Listeners
Teezo Touchdown,Previously Active Listeners
Goodboys,Light listeners
Barry Harris,Previously Active Listeners
HTHAZE,Previously Active Listeners
Weezer,Previously Active Listeners
Dylan Gossett,Previously Active Listeners
Mike Williams,Previously Active Listeners
Vikkstar,Previously Active Listeners
Rich The Kid,Previously Active Listeners
FIFTY FIFTY,Previously Active Listeners
Why Don't We,Light listeners
Charlie Puth,Previously Active Listeners
Rick Ross,Light listeners
Gucci Mane,Previously Active Listeners
Shontelle,Previously Active Listeners
OneRepublic,Previously Active Listeners
Phoenix,Previously Active Listeners
Jess Glynne,Previously Active Listeners
Jason Mraz,Light listeners
Don Omar,Previously Active Listeners
Lil Big Stack,Previously Active Listeners
Jack Johnson,Light listeners
Nicky Youre,Previously Active Listeners
Big Time Rush,Previously Active Listeners
Mike Perry,Previously Active Listeners
Vintage Culture,Previously Active Listeners
Olly Alexander (Years & Years),Previously Active Listeners
BLACKPINK,Previously Active Listeners
Tyler Childers,Previously Active Listeners
PLVTINUM,Previously Active Listeners
JackboiBay,Previously Active Listeners
Skrillex,Previously Active Listeners
Ty Dolla $ign,Light listeners
Disciples,Previously Active Listeners
Macklemore,Previously Active Listeners
Taio Cruz,Previously Active Listeners
Glenn Travis,Moderate listeners
Zedd,Light listeners
Declan McKenna,Previously Active Listeners
Jay Chou,Previously Active Listeners
Milky Chance,Previously Active Listeners
Latto,Previously Active Listeners
Britney Spears,Previously Active Listeners
Becky Hill,Moderate listeners
Mark Ralph,Light listeners
The Marías,Previously Active Listeners
Iyaz,Previously Active Listeners
The Stickmen Project,Light listeners
CeeLo Green,Previously Active Listeners
Madonna,Previously Active Listeners
Toosii,Moderate listeners
Loud Luxury,Previously Active Listeners
Los Pleneros de la Cresta,Moderate listeners
MGMT,Previously Active Listeners
Ruel,Previously Active Listeners
Empire Of The Sun,Previously Active Listeners
James Carter,Previously Active Listeners
Joji,Light listeners
Emily Burns,Previously Active Listeners
Jax Jones,Light listeners
"Tyler, The Creator",Previously Active Listeners
¥$,Previously Active Listeners
Riton,Previously Active Listeners
Stevie Wonder,Previously Active Listeners
Lost Frequencies,Light listeners
Lukas Graham,Light listeners
KT Tunstall,Previously Active Listeners
Wiz Khalifa,Previously Active Listeners
Justice,Light listeners
Nick Jonas,Light listeners
Timmy Trumpet,Previously Active Listeners
Skylar Grey,Previously Active Listeners
Estelle,Previously Active Listeners
Gabrielle Aplin,Previously Active Listeners
Justin Bieber,Light listeners
Bazzi,Previously Active Listeners
Nico & Vinz,Previously Active Listeners
Marshmello,Light listeners
Josie Dunne,Super Listeners
James Blake,Previously Active Listeners
J Hus,Previously Active Listeners
Chris Stapleton,Moderate listeners
Farruko,Light listeners
Bugzy Malone,Previously Active Listeners
Future,Light listeners
MisterWives,Previously Active Listeners
Billie Eilish,Moderate listeners
Flowdan,Previously Active Listeners
Mura Masa,Previously Active Listeners
Miggy Dela Rosa,Previously Active Listeners
John Martin,Previously Active Listeners
The Vamps,Light listeners
Quinn XCII,Moderate listeners
A Touch Of Class,Previously Active Listeners
The Neighbourhood,Previously Active Listeners
RaiNao,Moderate listeners
Broken Back,Previously Active Listeners
Hunter Hayes,Light listeners
Thomas Rhett,Moderate listeners
Parson James,Previously Active Listeners
Camilo,Previously Active Listeners
Silver Panda,Previously Active Listeners
Lainey Wilson,Previously Active Listeners
Eric Church,Light listeners
Joshua Bassett,Light listeners
Ella Eyre,Previously Active Listeners
USHER,Previously Active Listeners
Parov Stelar,Previously Active Listeners
2 Chainz,Previously Active Listeners
Panic! At The Disco,Previously Active Listeners
Dakota,Previously Active Listeners
MAX,Previously Active Listeners
Kameron Marlowe,Previously Active Listeners
VIZE,Previously Active Listeners
Speed Radio,Previously Active Listeners
Bipolar Sunshine,Previously Active Listeners
King Von,Previously Active Listeners
Bridgit Mendler,Previously Active Listeners
Pharrell Williams,Previously Active Listeners
Mike Posner,Previously Active Listeners
Cascada,Previously Active Listeners
Giveon,Previously Active Listeners
Marlene T,Previously Active Listeners
Whitney Houston,Previously Active Listeners
iann dior,Previously Active Listeners
D.O.D,Previously Active Listeners
Disney,Previously Active Listeners
Bayanni,Previously Active Listeners
Brett Young,Previously Active Listeners
The Backseat Lovers,Previously Active Listeners
Afroman,Previously Active Listeners
T.I.,Previously Active Listeners
The Chainsmokers,Moderate listeners
*NSYNC,Previously Active Listeners
Alex Adair,Previously Active Listeners
A$AP Ferg,Previously Active Listeners
Noah Kahan,Super Listeners
Carly Rae Jepsen,Previously Active Listeners
Social House,Light listeners
Karmin,Previously Active Listeners
Chris Young,Previously Active Listeners
Khalid,Moderate listeners
Tazzy,Previously Active Listeners
Calum Scott,Light listeners
Mufasa,Previously Active Listeners
Martin Solveig,Previously Active Listeners
Descemer Bueno,Previously Active Listeners
Sante Sansone,Previously Active Listeners
Labrinth,Previously Active Listeners
Black Eyed Peas,Moderate listeners
Avicii,Light listeners
SIDEPIECE,Previously Active Listeners
Edward Sharpe & The Magnetic Zeros,Previously Active Listeners
Luis Fonsi,Previously Active Listeners
it's murph,Light listeners
Baby Keem,Light listeners
Swae Lee,Moderate listeners
Tim McGraw,Previously Active Listeners
REYNE,Previously Active Listeners
Matoma,Super Listeners
Don Toliver,Previously Active Listeners
Tove Lo,Light listeners
Regard,Light listeners
Dhruv,Previously Active Listeners
Tate McRae,Super Listeners
D-Block Europe,Light listeners
Kelly Clarkson,Previously Active Listeners
Way 2 Fast,Previously Active Listeners
Maddie & Tae,Light listeners
Majestic,Previously Active Listeners
Luke Combs,Light listeners
K'NAAN,Previously Active Listeners
Chase Rice,Previously Active Listeners
Giorgio Moroder,Light listeners
Shane Harper,Previously Active Listeners
FAST BOY,Previously Active Listeners
Lee Cabrera,Previously Active Listeners
Michelle Williams,Previously Active Listeners
Gryffin,Light listeners
Drake,Super Listeners
Snoop Dogg,Moderate listeners
Bruno Mars,Previously Active Listeners
Tory Lanez,Previously Active Listeners
Salaam Remi,Previously Active Listeners
Kita Alexander,Previously Active Listeners
Sexyy Red,Previously Active Listeners
Damian Marley,Previously Active Listeners
Her's,Light listeners
Alan Braxe,Previously Active Listeners
FISHER,Previously Active Listeners
Future Utopia,Previously Active Listeners
i love my wife,Previously Active Listeners
Duke Deuce,Previously Active Listeners
Takeoff,Previously Active Listeners
prod. antagonist,Previously Active Listeners
Charlie Wilson,Previously Active Listeners
Camila Cabello,Previously Active Listeners
Daft Punk,Super Listeners
London Symphony Orchestra,Previously Active Listeners
Destroy Lonely,Previously Active Listeners
Ella Mai,Previously Active Listeners
Jozzy,Previously Active Listeners
Fredo,Previously Active Listeners
Anuel AA,Previously Active Listeners
Warren G,Moderate listeners
Lil Xan,Previously Active Listeners
The Cardigans,Previously Active Listeners
Jim Legxacy,Previously Active Listeners
Natasha Bedingfield,Previously Active Listeners
Q-Tip,Previously Active Listeners
Archie Eversole,Previously Active Listeners
Bob Marley & The Wailers,Previously Active Listeners
The Jackson 5,Moderate listeners
Lana Del Rey,Previously Active Listeners
J. Cole,Previously Active Listeners
Various Artists,Light listeners
WILLOW,Previously Active Listeners
Offset,Previously Active Listeners
Corinne Bailey Rae,Previously Active Listeners
Larry June,Previously Active Listeners
Yung Lean,Previously Active Listeners
George Michael,Light listeners
Otis Redding,Moderate listeners
Nick Morgan,Previously Active Listeners
Kid Cudi,Previously Active Listeners
Ayparia,Previously Active Listeners
Michael Bublé,Previously Active Listeners
DJ ESCO,Previously Active Listeners
Smif-N-Wessun,Moderate listeners
Jadakiss,Previously Active Listeners
Whethan,Previously Active Listeners
Bobby Caldwell,Previously Active Listeners
Outkast,Previously Active Listeners
Autumn!,Previously Active Listeners
kazøku,Previously Active Listeners
Calvin Harris,Previously Active Listeners
Gunna,Previously Active Listeners
Sam Feldt,Previously Active Listeners
Sub Focus,Previously Active Listeners
Paulo Londra,Previously Active Listeners
Rakim,Moderate listeners
Nas,Super Listeners
Jerm,Previously Active Listeners
Kaash Paige,Previously Active Listeners
Travis Scott,Moderate listeners
Kranky Kranky,Previously Active Listeners
Burna Boy,Previously Active Listeners
ANOTR,Previously Active Listeners
Jhené Aiko,Previously Active Listeners
Meek Mill,Light listeners
Cardi B,Previously Active Listeners
YoungBoy Never Broke Again,Previously Active Listeners
Men I Trust,Moderate listeners
Kali Uchis,Previously Active Listeners
Tame Impala,Super Listeners
dvsn,Previously Active Listeners
Thee Sacred Souls,Previously Active Listeners
N.W.A.,Super Listeners
G Herbo,Previously Active Listeners
JAY-Z,Moderate listeners
Victor Thompson,Previously Active Listeners
Nicki Minaj,Previously Active Listeners
Kanye West,Moderate listeners
Elton John,Light listeners
00stacyxx,Previously Active Listeners
ABBA,Previously Active Listeners
The Roots,Moderate listeners
Jessica Pratt,Previously Active Listeners
The Kid LAROI,Light listeners
Manolo Garcia,Previously Active Listeners
BigXthaPlug,Previously Active Listeners
Mac Miller,Previously Active Listeners
Kaskade,Previously Active Listeners
"Bobby ""Blue"" Bland",Light listeners
J Balvin,Previously Active Listeners
Oxlade,Previously Active Listeners
Dua Lipa,Light listeners
Daddy Yankee,Previously Active Listeners
Kimode,Previously Active Listeners
Carla Monroe,Previously Active Listeners
Young Thug,Previously Active Listeners
Marcus36,Previously Active Listeners
Four Tops,Moderate listeners
Cypress Hill,Previously Active Listeners
Eminem,Previously Active Listeners
Wham!,Previously Active Listeners
Pi’erre Bourne,Previously Active Listeners
42 Dugg,Previously Active Listeners
LMFAO,Previously Active Listeners
Big Scarr,Previously Active Listeners
Yeat,Previously Active Listeners
Tomcraft,Previously Active Listeners
fadewtf,Previously Active Listeners
Mobb Deep,Moderate listeners
Rob49,Previously Active Listeners
Childish Gambino,Previously Active Listeners
Will Smith,Previously Active Listeners
The Weeknd,Super Listeners
Bryson Tiller,Previously Active Listeners
Mark Morrison,Previously Active Listeners
Majid Jordan,Previously Active Listeners
Slim Jxmmi,Previously Active Listeners
TLC,Previously Active Listeners
Lady Gaga,Previously Active Listeners
Vance Joy,Previously Active Listeners
Spin Doctors,Previously Active Listeners
Jalen Ngonda,Previously Active Listeners
Alicia Keys,Super Listeners
Charuss,Previously Active Listeners
The Dramatics,Light listeners
Dom Corleo,Previously Active Listeners
Gotye,Previously Active Listeners
erdemelchavo,Previously Active Listeners
F1LTHY,Previously Active Listeners
The Sugarhill Gang,Previously Active Listeners
Doja Cat,Previously Active Listeners
Ventry,Previously Active Listeners
Styn,Previously Active Listeners
Dido,Previously Active Listeners
Martha Reeves & The Vandellas,Moderate listeners
Tainy,Previously Active Listeners
Internet Money,Previously Active Listeners
Rae Sremmurd,Previously Active Listeners
